+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                 ;
+---------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; PAR_FIN|RS_EX|execute_units|alu_unit1|Nanding_unit                                    ; 32    ; 1              ; 0            ; 1              ; 18     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|execute_units|alu_unit1|Adding_unit                                     ; 32    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|execute_units|alu_unit1                                                 ; 43    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|execute_units                                                           ; 220   ; 0              ; 0            ; 0              ; 115    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|UPDATE_LST|comparator1                                     ; 699   ; 576            ; 581          ; 576            ; 596    ; 576             ; 576           ; 576             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|UPDATE_LST                                                 ; 699   ; 24             ; 0            ; 24             ; 620    ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|UPDATE_BCH|comparator1                                     ; 407   ; 288            ; 333          ; 288            ; 303    ; 288             ; 288           ; 288             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|UPDATE_BCH                                                 ; 407   ; 12             ; 0            ; 12             ; 315    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|UPDATE_ALU|comparator1                                     ; 699   ; 576            ; 581          ; 576            ; 596    ; 576             ; 576           ; 576             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|UPDATE_ALU                                                 ; 699   ; 24             ; 0            ; 24             ; 620    ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder9                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder8                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder7                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder6                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder5                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder4                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder3                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder2                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder1                                        ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|adder0                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|bottom_pointer                                ; 6     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|top_pointer                                   ; 6     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:7:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:7:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:6:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:6:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:5:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:5:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:4:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:4:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:3:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:3:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:2:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:2:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:1:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:1:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:0:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST|\GEN_REG:0:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_LST                                               ; 606   ; 64             ; 21           ; 64             ; 152    ; 64              ; 64            ; 64              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder9                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder8                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder7                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder6                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder5                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder4                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder3                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder2                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder1                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|adder0                                        ; 4     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|bottom_pointer                                ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|top_pointer                                   ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:3:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:3:BUFF_INDEX                         ; 5     ; 3              ; 0            ; 3              ; 2      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:2:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:2:BUFF_INDEX                         ; 5     ; 3              ; 0            ; 3              ; 2      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:1:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:1:BUFF_INDEX                         ; 5     ; 3              ; 0            ; 3              ; 2      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:0:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH|\GEN_REG:0:BUFF_INDEX                         ; 5     ; 3              ; 0            ; 3              ; 2      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_BCH                                               ; 311   ; 19             ; 14           ; 19             ; 78     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder9                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder8                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder7                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder6                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder5                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder4                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder3                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder2                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder1                                        ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|adder0                                        ; 6     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|bottom_pointer                                ; 6     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|top_pointer                                   ; 6     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:7:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:7:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:6:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:6:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:5:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:5:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:4:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:4:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:3:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:3:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:2:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:2:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:1:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:1:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:0:BUFF_VALID                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU|\GEN_REG:0:BUFF_INDEX                         ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|DISPATCH_ALU                                               ; 606   ; 62             ; 21           ; 62             ; 152    ; 62              ; 62            ; 62              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:7:REGX                                  ; 75    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:7:READY                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:7:BUSY                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:6:REGX                                  ; 75    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:6:READY                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:6:BUSY                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:5:REGX                                  ; 75    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:5:READY                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:5:BUSY                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:4:REGX                                  ; 75    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:4:READY                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:4:BUSY                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:3:REGX                                  ; 75    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:3:READY                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:3:BUSY                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:2:REGX                                  ; 75    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|RS_EX|Reserv_Statn|RESRV_LST|\GEN_REG:2:READY                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
